Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
26820,18917,6497,2041,556,230,183,68,31,22,4,6,1,0,0,0,0,0,0.216480,35.038,0.000,100.075,,,
26880,18942,6760,2132,550,240,235,50,37,18,4,0,1,1,0,1,0,0,0.220167,35.038,0.000,100.077,,,
26940,19420,6742,2067,582,218,213,60,37,13,2,3,1,0,0,0,0,0,0.222284,35.038,0.000,100.077,,,
27000,18937,6688,2095,576,239,188,59,44,14,4,0,2,1,0,0,0,0,0.218419,35.038,0.000,100.077,,,
27060,19179,6800,2099,559,268,211,63,46,12,0,3,0,0,0,0,0,0,0.221945,35.038,0.000,100.076,,,
27120,19092,6807,1980,593,233,190,71,55,21,2,2,3,1,0,0,0,0,0.220514,35.042,0.000,100.078,,,
27180,18739,6743,2029,535,247,192,64,48,18,3,1,1,0,0,0,0,0,0.217172,35.049,0.000,100.077,,,
27240,19049,6714,2016,576,222,218,61,36,13,3,2,1,0,0,0,0,0,0.219126,35.060,0.000,100.079,,,
27300,18899,6688,1963,617,238,218,55,44,17,1,1,2,0,0,0,0,0,0.218749,35.069,0.000,100.082,,,
27360,19019,6857,2078,581,222,200,49,57,15,5,1,0,0,0,0,0,0,0.221061,35.075,0.000,100.087,,,
27420,19322,6771,1992,538,218,184,59,45,9,4,4,0,0,0,0,0,0,0.220650,35.075,0.000,100.085,,,
27480,18750,6676,2042,543,257,207,59,38,14,1,1,0,0,0,0,0,0,0.218035,35.075,0.000,100.088,,,
27540,18402,6508,1855,557,234,202,57,40,12,3,2,2,0,1,0,0,0,0.211092,35.075,0.000,100.088,,,
27600,18687,6657,1925,545,227,197,60,46,14,4,1,0,0,0,0,0,0,0.215661,35.075,0.000,100.093,,,
27660,19216,6887,2059,594,233,193,53,37,13,2,1,1,0,0,0,0,0,0.222848,35.075,0.000,100.092,,,
27720,19278,6764,2031,531,275,197,41,40,16,5,3,1,0,0,0,0,0,0.221826,35.075,0.000,100.090,,,
27780,18866,6627,1987,534,229,197,46,45,10,4,1,1,0,0,0,0,0,0.216113,35.075,0.000,100.092,,,
27840,18553,6590,1933,569,238,211,49,45,15,3,2,3,0,0,0,0,0,0.214398,35.075,0.000,100.095,,,
27900,18741,6629,2022,522,240,203,44,39,20,4,1,1,0,0,0,0,0,0.216395,35.076,0.000,100.092,,,
27960,18967,6759,2002,607,241,179,42,43,13,2,1,0,1,0,1,0,0,0.219135,35.080,0.000,100.096,,,
28020,18683,6586,1846,522,239,193,59,34,24,3,0,2,0,0,0,0,0,0.213861,35.083,0.000,100.095,,,
28080,18810,6562,1901,528,243,197,59,35,19,2,3,0,1,0,0,0,0,0.214808,35.089,0.000,100.100,,,
28140,19277,6717,2043,557,215,189,47,39,14,2,1,2,0,0,0,0,0,0.220639,35.093,0.000,100.101,,,
28200,19312,6876,1924,526,254,227,43,39,15,5,1,0,0,0,0,0,0,0.221199,35.094,0.000,100.107,,,
28260,18940,6793,1949,589,247,202,53,50,14,4,1,0,0,0,0,0,0,0.218884,35.094,0.000,100.107,,,
28320,18693,6672,1881,558,224,179,48,44,12,3,0,0,1,0,0,0,0,0.213572,35.094,0.000,100.107,,,
28380,18790,6667,2015,551,208,180,52,41,17,0,0,0,0,0,0,0,0,0.215503,35.094,0.000,100.107,,,
28440,18895,6625,1941,565,253,204,51,45,15,1,0,0,0,0,1,0,0,0.217007,35.094,0.000,100.107,,,
28500,19020,6818,1937,538,195,199,38,43,12,4,2,0,0,0,0,0,0,0.218106,35.094,0.000,100.108,,,
28560,18565,6542,1898,518,248,174,48,44,11,1,2,1,0,0,0,0,0,0.213544,35.094,0.000,100.108,,,
28620,18748,6657,1916,534,282,204,63,39,11,4,2,0,0,0,0,0,0,0.216384,35.094,0.000,100.108,,,
28680,18337,6645,1963,537,252,198,60,29,19,1,0,0,0,0,0,0,0,0.214010,35.095,0.000,100.108,,,
28740,18394,6493,1836,520,226,175,53,43,16,5,4,0,0,2,0,0,0,0.211021,35.099,0.000,100.109,,,
28800,18471,6334,1885,514,255,206,48,34,14,4,2,1,0,0,0,0,0,0.211314,35.099,0.000,100.109,,,
28860,18440,6276,1901,564,236,206,59,35,12,5,2,0,0,1,0,0,0,0.210760,35.113,0.000,100.110,,,
28920,18369,6557,1870,560,237,192,46,38,16,6,2,0,1,0,0,0,0,0.211919,35.119,0.000,100.113,,,
28980,18008,6311,1862,526,258,174,56,42,16,5,3,0,0,0,0,0,0,0.206891,35.127,0.000,100.113,,,
29040,18316,6462,1860,484,248,184,44,41,14,1,1,0,0,1,0,0,0,0.210161,35.129,0.000,100.117,,,
29100,18053,6253,1869,528,215,182,59,30,13,4,1,1,0,0,0,0,0,0.206788,35.132,0.000,100.126,,,
29160,18484,6421,1848,518,245,185,57,40,9,2,2,0,0,0,0,0,0,0.210602,35.132,0.000,100.130,,,
29220,18732,6473,1828,473,222,192,46,36,16,2,0,0,0,0,0,0,0,0.212162,35.132,0.000,100.123,,,
29280,18228,6513,1865,520,246,181,46,39,9,2,1,0,0,0,0,0,0,0.209538,35.132,0.000,100.129,,,
29340,18408,6314,1824,520,225,183,59,29,17,2,0,0,1,0,0,0,0,0.208556,35.132,0.000,100.127,,,
29400,18700,6589,1832,484,234,161,48,28,21,6,0,0,1,0,1,0,0,0.213262,35.132,0.000,100.131,,,
29460,18490,6598,1864,514,214,176,63,54,20,3,2,0,2,0,0,0,0,0.212302,35.132,0.000,100.134,,,
29520,18285,6567,1920,523,191,176,51,35,10,5,3,0,0,0,0,0,0,0.210781,35.132,0.000,100.136,,,
29580,18359,6355,1844,491,256,156,58,41,10,2,1,2,0,0,0,0,0,0.208694,35.132,0.000,100.139,,,
29640,17935,6296,1827,479,199,192,43,37,8,1,1,0,0,0,0,0,0,0.203984,35.132,0.000,100.139,,,
29700,18148,6408,1842,477,216,157,54,39,11,2,0,1,1,0,0,0,0,0.207005,35.132,0.000,100.139,,,
29760,18643,6420,1881,478,199,195,40,27,10,3,1,1,0,0,0,0,0,0.210640,35.133,0.000,100.139,,,
29820,18629,6313,1816,535,192,162,46,46,17,7,0,1,1,0,0,0,0,0.209914,35.136,0.000,100.140,,,
29880,17956,6253,1789,483,187,187,60,33,18,4,2,1,1,0,0,0,0,0.204171,35.137,0.000,100.141,,,
29940,18218,6225,1880,491,194,179,38,40,14,4,1,0,0,0,0,0,0,0.205920,35.145,0.000,100.143,,,
30000,18437,6412,1808,506,193,176,50,39,15,1,0,0,1,0,0,0,0,0.208598,35.147,0.000,100.142,,,
30060,18012,6097,1800,488,200,171,55,41,16,2,2,1,0,0,0,0,0,0.203290,35.149,0.000,100.146,,,
30120,18045,6321,1740,474,232,160,53,41,18,5,2,0,0,0,0,0,0,0.204886,35.151,0.000,100.148,,,
30180,17882,6275,1759,478,219,177,46,40,15,5,3,0,0,0,0,0,0,0.202975,35.151,0.000,100.146,,,
30240,18053,6263,1776,493,217,171,50,43,15,8,1,0,0,1,0,0,0,0.204472,35.151,0.000,100.149,,,
30300,17898,6253,1770,486,193,164,47,31,13,4,0,0,0,0,0,0,0,0.202863,35.151,0.000,100.144,,,
30360,17794,6145,1761,491,202,163,32,21,11,1,0,1,0,0,0,0,0,0.201389,35.151,0.000,100.144,,,
30420,17481,6168,1702,455,208,148,60,34,15,1,1,0,0,0,0,0,0,0.198182,35.151,0.000,100.143,,,
30480,17546,6116,1745,497,200,159,54,29,12,2,2,0,0,0,0,0,0,0.199716,35.151,0.000,100.144,,,
30540,18000,6209,1683,532,216,188,42,25,12,4,0,0,0,0,0,0,0,0.203818,35.151,0.000,100.146,,,
30600,18070,6341,1737,484,190,183,50,31,9,3,1,1,0,0,0,0,0,0.204619,35.151,0.000,100.142,,,
30660,17766,6292,1752,458,208,190,46,31,18,5,1,0,0,0,0,0,0,0.202477,35.151,0.000,100.145,,,
30720,17717,6088,1650,455,191,178,44,48,8,5,0,0,0,0,0,0,0,0.198950,35.151,0.000,100.149,,,
30780,17977,6134,1736,441,221,162,34,35,16,4,3,0,0,0,0,0,0,0.201878,35.151,0.000,100.154,,,
30840,17596,6183,1711,460,160,155,55,35,16,6,0,0,0,0,0,0,0,0.199116,35.153,0.000,100.157,,,
30900,17985,6195,1703,456,235,165,48,38,13,4,2,1,1,0,0,0,0,0.202767,35.157,0.000,100.163,,,
30960,17401,6041,1665,427,185,173,38,29,18,2,0,0,0,0,0,0,0,0.196722,35.155,0.000,100.163,,,
31020,17748,6061,1720,432,212,173,53,35,14,3,0,1,0,0,0,0,0,0.199729,35.161,0.000,100.168,,,
31080,17646,6097,1608,479,162,137,39,44,21,3,1,0,0,0,0,0,0,0.197728,35.173,0.000,100.170,,,
31140,17713,6023,1728,407,165,162,40,34,11,1,0,1,1,0,0,0,0,0.198440,35.180,0.000,100.171,,,
31200,17731,6103,1591,446,163,166,51,36,17,4,3,0,0,0,0,0,0,0.198037,35.181,0.000,100.171,,,
31260,17704,6083,1690,476,208,150,39,38,13,3,0,0,1,0,0,0,0,0.200106,35.187,0.000,100.171,,,
31320,17403,5861,1722,444,200,158,38,41,10,6,0,0,0,0,0,0,0,0.195713,35.189,0.000,100.170,,,
